player_id,player_name,player_display_name,position,position_group,headshot_url,season,week,season_type,game_id,team,opponent,completions,passing_attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards,fantasy_points,fantasy_points_ppr,interceptions,two_point,fantasy_points_std,td_points,non_td_fantasy_points,offense_snaps,offense_pct,source_season,source_week,target_share_proxy,carry_share_proxy,fantasy_per_target,fantasy_per_carry,td_rate,red_zone_targets,red_zone_carries,fantasy_points_std_last,fantasy_points_std_roll2,fantasy_points_std_roll3,fantasy_points_std_roll5,fantasy_points_std_ewma,targets_last,targets_roll2,targets_roll3,targets_roll5,targets_ewma,carries_last,carries_roll2,carries_roll3,carries_roll5,carries_ewma,receiving_yards_last,receiving_yards_roll2,receiving_yards_roll3,receiving_yards_roll5,receiving_yards_ewma,rushing_yards_last,rushing_yards_roll2,rushing_yards_roll3,rushing_yards_roll5,rushing_yards_ewma,receptions_last,receptions_roll2,receptions_roll3,receptions_roll5,receptions_ewma,offense_snaps_last,offense_snaps_roll2,offense_snaps_roll3,offense_snaps_roll5,offense_snaps_ewma,offense_pct_last,offense_pct_roll2,offense_pct_roll3,offense_pct_roll5,offense_pct_ewma,td_points_last,td_points_roll2,td_points_roll3,td_points_roll5,td_points_ewma,red_zone_targets_last,red_zone_targets_roll2,red_zone_targets_roll3,red_zone_targets_roll5,red_zone_targets_ewma,red_zone_carries_last,red_zone_carries_roll2,red_zone_carries_roll3,red_zone_carries_roll5,red_zone_carries_ewma,fantasy_points_last,fantasy_points_roll2,fantasy_points_roll3,fantasy_points_roll5,fantasy_points_ewma,fantasy_points_std_momentum,targets_momentum,carries_momentum,offense_pct_momentum,offense_snaps_momentum,red_zone_targets_momentum,red_zone_carries_momentum,opportunity_score,opportunity_momentum,efficiency_score,td_dependency,sustainability_risk,production_momentum,trend_gap,games_played,baseline_projection,volatility,range_low,range_high,confidence,classification,game_total_proxy,team_implied_points_proxy,why,display_name,position_master,team_master,projection,ml_projection,learned_weight_projection,depth_rank,depth_role,depth_note,depth_adjustment,waiver_discovery_score
00-0037197,Isiah Pacheco,Isiah Pacheco,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkqb4imkum3vxxkwuetl",2026,-1,REG,2025_17_DEN_KC,KC,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,9,32,0,0,0,1,-1.563524226541631,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,3.2,0.0,3.2,,,2025,17,,,,0.35555555555555557,0.0,0,0,3.2,5.3500000000000005,4.266666666666667,4.266666666666667,3.9315,0,3.5,2.3333333333333335,2.3333333333333335,1.7325,9,8.5,9.333333333333334,9.333333333333334,9.357500000000002,0,20.5,13.666666666666666,13.666666666666666,10.1475,32,33.0,29.0,29.0,29.1675,0,3.0,2.0,2.0,1.4849999999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.2,5.3500000000000005,4.266666666666667,4.266666666666667,3.9315,3.2500000000000004,3.5,-2.5,,,0.0,0.0,6.879125000000001,2.125,0.5715116384714625,0.0,0.0,3.2500000000000004,-1.1250000000000004,3.0,4.809316666666668,0.6933162529947402,4.948825567887978,6.5434529497758795,66.879125,Momentum confirmed,,,"['Role is trending upward', 'Recent production is improving']",Isiah Pacheco,RB,,5.746139258831929,5.753904,5.746139258831929,4.0,backup,Depth chart: RB4. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.746139258831928
00-0035298,Scott Miller,Scott Miller,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mlx2xhjvzt6pqwgoloqa",2026,-1,REG,2025_18_BAL_PIT,PIT,NE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,9,0,0,0,2,7,0,-0.2502830435987562,0,0,0,0,0,4.5,0.045454545454545456,0.006153846153846154,0.07248951048951048,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.9,2.9,0,0,0.9,0.0,0.9,,,2025,18,,,0.45,,0.0,0,0,0.9,1.7,1.7666666666666668,1.7666666666666668,1.5985,2,4.5,4.0,4.0,3.54,0,0.0,0.0,0.0,0.0,9,17.0,17.666666666666668,17.666666666666668,15.985,0,0.0,0.0,0.0,0.0,2,2.5,2.6666666666666665,2.6666666666666665,2.55,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.7,1.7666666666666668,1.7666666666666668,1.5985,-0.20000000000000018,1.5,0.0,,,0.0,0.0,3.54,1.5,0.45155367231638416,0.0,0.0,-0.20000000000000018,1.7000000000000002,3.0,2.1907666666666668,0.3289909218605685,2.9915753243620893,3.748254444641397,63.54,Stable,,,['Projection primarily follows recent baseline'],Scott Miller,WR,,3.369914884501743,3.4398558,3.369914884501743,6.0,backup,Depth chart: WR6. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.569914884501743
00-0035704,Drew Lock,Drew Lock,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vdixnkk1uglfpwowalf8",2026,1,REG,2026_01_NE_SEA,SEA,ARI,16,22,187,1,0,1,-7,0,0,139,102,8,6.444594950165493,4.779412394220179,0,1.3453237410071943,7,3,3,1,2,13,0,0,0,0,1.7339504111441784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,12.780000000000001,12.780000000000001,0,0,14.780000000000001,6.0,8.780000000000001,,,2026,1,,,,7.390000000000001,0.40595399188092013,0,0,14.780000000000001,7.390000000000001,4.793333333333334,3.72,6.6797375,0,0.0,0.0,0.0,0.0,2,1.5,2.3333333333333335,2.0,1.858375,0,0.0,0.0,0.0,0.0,13,6.5,3.0,2.0,5.139125,0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,3.0,2.0,1.5,2.6999999999999997,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.780000000000001,7.390000000000001,4.793333333333334,3.72,6.6797375,7.340000000000001,0.0,-1.0,,,0.0,0.0,1.0221062500000002,-0.55,6.535267248390271,0.4042075006690008,0.2627348754348505,7.340000000000001,-7.890000000000001,4.0,5.571675833333333,3.8805676155432187,4.6463262026373195,13.571631718386723,59.14153863445678,Stable,,,"['Limited recent opportunity', 'Recent production is improving']",Drew Lock,QB,,9.10897896051202,9.775777,9.10897896051202,2.0,temporary_surge,Depth chart: QB2. Temporary starter while a higher-ranked teammate is O/IR.,,6.55897896051202
00-0041013,Emmett Johnson,Emmett Johnson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avdz4njz1slqn7ktqcuq",2026,1,REG,2026_01_DEN_KC,KC,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,8,24,0,0,0,1,-0.44848664943128824,0,0,0,0,0,2,2,44,0,0,0,-8,52,1,4.319365256349556,0,2,2,1,0,-5.5,0.08,-0.06015037593984962,0.07789473684210527,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6.800000000000001,8.8,0,0,6.800000000000001,0.0,6.800000000000001,,,2026,1,,,3.4000000000000004,0.8500000000000001,0.0,0,0,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,2,2.0,2.0,2.0,2.0,8,8.0,8.0,8.0,8.0,44,44.0,44.0,44.0,44.0,24,24.0,24.0,24.0,24.0,2,2.0,2.0,2.0,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,,,,,,,,6.4,0.0,1.0625,0.0,0.0,,0.0,1.0,6.800000000000001,8.881784197001252e-16,6.513911551813616,6.513911551813618,,Stable,,,['Projection primarily follows recent baseline'],Emmett Johnson,RB,,6.513911551813617,6.6082964,6.513911551813617,2.0,backup,Depth chart: RB2. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.513911551813617
00-0040669,Isaac TeSlaa,Isaac TeSlaa,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ducfhbiy2a8loytcjymn",2026,1,REG,2026_01_NO_DET,DET,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,3,0,0,-0.5716870557516813,0,0,0,0,0,0.0,0.02564102564102564,0.014492753623188406,0.04860646599777035,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,,,2026,1,,,0.0,,,0,0,0.0,0.9,4.233333333333333,5.975,3.7926625,1,1.0,2.0,3.25,2.406625,0,0.0,0.0,0.0,0.0,0,9.0,22.333333333333332,29.75,19.776625000000003,0,0.0,0.0,0.0,0.0,0,0.5,1.3333333333333333,2.0,1.321375,,,,,,,,,,,0.0,0.0,2.0,3.0,1.8150000000000004,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9,4.233333333333333,5.975,3.7926625,-10.15,-4.5,0.0,,,0.0,0.0,2.406625,-4.5,1.5759258297408196,0.47855563209223084,0.31106116085995006,-10.15,5.65,4.0,2.5980695691488718,2.2094383713973054,1.9043702448426454,6.986078499056447,62.197186628602694,Downtrend confirmed,,,"['Limited recent opportunity', 'Role is trending downward', 'Opportunity rising faster than production', 'Recent production is declining']",Isaac TeSlaa,WR,,4.445224371949546,2.8030326,4.445224371949546,3.0,backup,Depth chart: WR3. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.445224371949546
00-0036414,Cam Akers,Cam Akers,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dutj0wamu7giwghnmr4m",2026,-1,REG,2025_18_SEA_SF,SEA,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,,,2025,18,,,,,,0,0,0.0,0.0,2.4266666666666667,2.4266666666666667,2.2022000000000004,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,2.0,2.0,1.8150000000000004,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4266666666666667,2.4266666666666667,2.2022000000000004,-7.28,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.8241758241758242,0.5357142857142858,-7.28,7.28,3.0,1.5436350183150185,1.1550754900582618,0.09586897936288219,2.7525426064968843,60.0,Stable,,,"['Limited recent opportunity', 'Opportunity rising faster than production', 'Recent production is declining', 'Production has significant TD dependence']",Cam Akers,RB,,1.4242057929298833,1.1442646,1.4242057929298833,7.0,backup,Depth chart: RB7. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.424205792929883
00-0039398,Joe Milton III,Joe Milton III,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsj9lobse1gxzanf39dt",2026,-1,REG,2025_18_DAL_NYG,DAL,WAS,7,13,73,0,1,0,0,0,0,137,54,3,-5.205264354322248,-6.281208246946335,0,0.5328467153284672,3,1,1,0,4,43,0,0,0,1,3.3317891443148255,0,2,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5.22,5.22,0,0,7.22,0.0,7.22,,,2025,18,,,,1.805,0.0,0,0,7.22,3.1799999999999997,4.8933333333333335,4.8933333333333335,5.552950000000001,0,0.0,0.0,0.0,0.0,4,2.5,1.6666666666666667,1.6666666666666667,2.0475,0,0.0,0.0,0.0,0.0,43,25.0,16.666666666666668,16.666666666666668,21.082499999999996,0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,2.0,2.0,1.8150000000000004,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.22,3.1799999999999997,4.8933333333333335,4.8933333333333335,5.552950000000001,-5.140000000000001,0.0,2.5,,,0.0,0.0,1.126125,1.375,4.931024531024532,0.32685329419497744,0.21245464122673535,-5.140000000000001,6.515000000000001,3.0,0.0,1.300761522749911,0.0,0.0,61.126125,Stable,,,"['Limited recent opportunity', 'Opportunity rising faster than production', 'Recent production is declining']",Joe Milton III,QB,,0.0,0.0,8.47000236383375,2.0,backup,Depth chart: QB2. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.375
00-0038582,Clayton Tune,Clayton Tune,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qf8khbyllgjzfyqd3yuz",2026,-1,REG,2025_18_GB_MIN,GB,NYJ,6,11,34,0,0,4,-41,1,0,27,23,1,-13.172015243500937,-16.779063940048218,0,1.2592592592592593,0,0,0,0,4,23,0,0,0,2,2.655720428097993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.66,3.66,0,0,3.66,0.0,3.66,,,2025,18,,,,0.915,0.0,0,0,3.66,1.99,1.99,1.99,1.8229999999999997,0,0.0,0.0,0.0,0.0,4,2.5,2.5,2.5,2.3499999999999996,0,0.0,0.0,0.0,0.0,23,11.5,11.5,11.5,10.35,0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.66,1.99,1.99,1.99,1.8229999999999997,,,,,,,,1.2925,0.0,1.4104448742746614,0.0,0.0,,0.0,2.0,1.8898,0.6877480934179317,5.49550673449286,7.077327349354103,,Stable,,,['Limited recent opportunity'],Clayton Tune,QB,,6.286417041923482,6.88578,6.286417041923482,,,,,6.286417041923482
00-0040586,Jaydon Blue,Jaydon Blue,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lscygdlqczomp0l9oykv",2026,-1,REG,2025_18_DAL_NYG,DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,16,64,1,0,0,4,-1.2040237615001388,0,4,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,12.4,12.4,0,0,12.4,6.0,6.4,,,2025,18,,,,0.775,0.48387096774193544,0,0,12.4,7.65,6.233333333333334,6.233333333333334,7.32625,0,0.0,0.3333333333333333,0.3333333333333333,0.30250000000000005,16,12.0,10.333333333333334,10.333333333333334,11.2975,0,0.0,1.6666666666666667,1.6666666666666667,1.5125000000000002,64,46.5,40.666666666666664,40.666666666666664,44.75,0,0.0,0.3333333333333333,0.3333333333333333,0.30250000000000005,,,,,,,,,,,6.0,3.0,2.0,2.0,2.6999999999999997,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.4,7.65,6.233333333333334,6.233333333333334,7.32625,4.25,-1.0,5.0,,,0.0,0.0,6.516125000000001,1.75,1.1243261907959101,0.3685377921856338,0.23954956492066198,4.25,-2.5,3.0,7.5015833333333335,2.2879565664583756,3.8983435986105865,9.16064370146485,66.22816843354163,Momentum confirmed,,,['Recent production is improving'],Jaydon Blue,RB,,6.529493650037718,6.812702,6.529493650037718,2.0,backup,Depth chart: RB2. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.279493650037718
00-0035021,Ashton Dulin,Ashton Dulin,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ux55cx0r9iwqwmfmaip6",2026,1,REG,2026_01_BAL_IND,IND,KC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6130716041661799,0,0,0,0,0,,0.034482758620689655,0.0,0.05172413793103448,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,,,2026,1,,,0.0,,,0,0,0.0,0.0,0.0,1.2000000000000002,0.7986000000000003,1,1.5,1.0,1.0,1.111375,0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,7.986000000000002,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0.16637500000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.7986000000000003,-2.4000000000000004,1.0,0.0,,,0.0,0.0,1.111375,1.0,0.7185693397818022,0.0,0.0,-2.4000000000000004,3.4000000000000004,4.0,1.00916,0.5057433277859433,1.2750019186706567,2.438211572578326,61.111375,Stable,,,"['Limited recent opportunity', 'Opportunity rising faster than production', 'Recent production is declining']",Ashton Dulin,WR,,1.8566067456244915,1.5197034,1.8566067456244915,4.0,unavailable,Depth chart: WR4. Player is currently O.,,6.256606745624492
00-0040184,KeAndre Lambert-Smith,KeAndre Lambert-Smith,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhhzgylwh0ptvpaghnuu",2026,-1,REG,2025_18_LAC_DEN,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,5,24,0,0,0,84,12,1,-7.831852956788056,0,1,1,0,0,0.2857142857142857,0.13157894736842105,0.21265822784810126,0.3462291805463025,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2.4000000000000004,4.4,0,0,2.4000000000000004,0.0,2.4000000000000004,,,2025,18,,,0.4800000000000001,,0.0,0,0,2.4000000000000004,1.2000000000000002,1.1333333333333335,1.1333333333333335,1.3825,5,3.0,2.3333333333333335,2.3333333333333335,2.8,0,0.0,0.0,0.0,0.0,24,12.0,11.333333333333334,11.333333333333334,13.825,0,0.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1.2025,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.4000000000000004,1.2000000000000002,1.1333333333333335,1.1333333333333335,1.3825,0.20000000000000018,2.0,0.0,,,0.0,0.0,2.8,2.0,0.4937500000000001,0.0,0.0,0.20000000000000018,1.7999999999999998,3.0,1.9828333333333334,0.48375854858941086,1.8617824260007299,2.974427087756375,62.8,Stable,,,"['Limited recent opportunity', 'Role is trending upward']",KeAndre Lambert-Smith,WR,,2.4181047568785523,2.3479116,2.4181047568785523,7.0,backup,Depth chart: WR7. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.218104756878552
00-0040198,Ollie Gordon II,Ollie Gordon II,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr",2026,-1,REG,2025_18_MIA_NE,MIA,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,9,9,0,0,0,2,-2.6660389705211855,0,0,0,0,0,1,1,2,0,0,0,-9,11,0,-0.6153485532850027,0,0,0,0,0,-0.2222222222222222,0.041666666666666664,-0.05625,0.023125,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.1,2.1,0,0,1.1,0.0,1.1,,,2025,18,,,1.1,0.12222222222222223,0.0,0,0,1.1,0.55,0.3333333333333333,0.3333333333333333,0.46475,1,0.5,0.3333333333333333,0.3333333333333333,0.44999999999999996,9,4.5,3.3333333333333335,3.3333333333333335,4.3525,2,1.0,0.6666666666666666,0.6666666666666666,0.8999999999999999,9,4.5,2.6666666666666665,2.6666666666666665,3.7474999999999996,1,0.5,0.3333333333333333,0.3333333333333333,0.44999999999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1,0.55,0.3333333333333333,0.3333333333333333,0.46475,0.65,0.5,3.5,,,0.0,0.0,2.8438750000000006,2.4250000000000003,0.163421388070854,0.0,0.0,0.65,1.7750000000000004,3.0,1.2609333333333335,0.28406303877836697,1.6435412907121707,2.296886279902415,62.843875,Emerging opportunity,,,"['Limited recent opportunity', 'Role is trending upward']",Ollie Gordon II,RB,,1.9702137853072927,2.3315604,1.9702137853072927,3.0,backup,Depth chart: RB3. Higher-ranked teammate is active; recent usage is not treated as a starting role.,healthy_backup,6.170213785307293
